id,ref,Fallow_Cotton,NonComerc_Cotton,Pasture2,Soybean_Comerc1,Soybean_Comerc2,Soybean_Cotton,Soybean_Fallow1,Soybean_Fallow2,Soybean_NonComerc1,Soybean_NonComerc2,Soybean_Pasture,Water,Cerrado,Pasture,Forest
17,NonComerc_Cotton,1.8415837980017793,1.685799913313265,3.8361329756296225,3.267926415275105,3.539552629798609,3.30450759681311,2.6379959887729236,2.1003115775648817,2.8934741329288345,3.605381312059952,3.863459743400717,8.99822851114458,3.829694619283441,3.27841041869073,5.1760335936793505
18,NonComerc_Cotton,1.9585706157468301,1.5290921706233886,3.878636517302857,3.349008159893842,3.6095707619825554,3.13473770463051,2.5890549061132697,2.27504232761497,2.789357099221563,3.5909089724760435,4.011553719075426,9.331546962130176,3.784651919975591,3.4737654058838334,5.6925856829995505
19,NonComerc_Cotton,1.7729912429704981,1.5498803021132526,3.8872058548481006,3.0073925440090363,3.327004792733008,3.0644732149971134,2.5747183988458913,2.249893039130039,2.8290063264056196,3.543777761302277,3.702284171534862,9.368422681139934,3.73379689349007,3.177236150993522,4.788341390317293
20,NonComerc_Cotton,2.6252276841405995,1.9976880307308205,3.399837703009003,3.1946761989537893,3.1440744312414766,2.700000278030168,2.8943916757469075,2.2450034624897484,3.1501307429295826,3.693015464567754,3.5899751672321862,9.45811659821645,4.184998806970475,3.3601234263895834,3.647471810418927
21,NonComerc_Cotton,1.8507018127939672,1.8781636462365365,3.306897402851235,2.7504608714175123,2.339079755177726,1.9027270921632335,2.4845158755499273,2.6642229723778827,2.760664011732672,2.611073095673592,2.948279372409155,8.82782483328231,3.5905973366635653,3.578430976964332,4.67655794588742
22,NonComerc_Cotton,1.7906553483306924,1.6899250624964488,2.6344394381614147,2.8482416397017687,2.471488694698618,2.0141528359900565,2.1948759258912167,1.9943251524310492,2.5419501558232156,2.8095193959778775,3.1818092825736515,8.061752704907477,3.52936656481408,2.9163772495943703,3.8811311895060627
23,NonComerc_Cotton,1.999090953505182,1.7503854643269223,3.9248067476245243,2.8857355954894883,2.4737594168329564,2.067371247234212,2.9873234578737216,2.2420214154930913,3.137842580593111,2.9864772082646676,3.5444114242230453,9.233110819784274,4.24252847386646,3.382086505745513,4.340486442838642
24,NonComerc_Cotton,1.8739041028758445,1.5605754706225654,3.0952835526674902,3.1214315287574936,2.6326443810207367,2.265380259636035,2.5336793722516844,2.3132285908088224,2.822289723942031,3.2398276865801496,3.0984409400606188,9.162995611879808,3.172372058961909,2.8861053358366706,4.747348072869735
25,NonComerc_Cotton,1.8688984806789157,1.6292744931698429,2.6504761681672466,2.1291377885063123,1.7869934608142517,1.6175936944710854,2.0456138528053986,2.738443214264367,2.268138234614367,2.039763991004861,2.8200912397101168,8.65508344758182,3.1039595990731423,2.683789246078158,3.5714820826416687
26,NonComerc_Cotton,2.1289204514398032,1.8998262837586302,3.1597737759221634,3.02509404311633,2.82279838800021,2.367879248948079,2.909880262730698,2.2038580364889166,2.9439890075751176,3.298872141758974,3.4591831757439144,9.543441619992064,3.8745084975229775,3.048751410595946,3.6236035093676024
27,NonComerc_Cotton,2.6864897464756883,2.316717597990895,3.0298193253725105,2.555520399533697,2.314007846931283,1.8573880127272444,3.055442668758996,2.7104592203789113,3.187242675569926,2.9447809860077196,3.016125652179242,10.71819418862817,3.6680039128589677,3.350597509510485,3.6426103582285316
28,NonComerc_Cotton,2.1730355461998894,2.102675399223226,3.200372239448887,3.1530547457343703,2.7535562839626655,2.364669915937462,2.8002237983149123,2.843262685120159,3.1771871943587744,3.3136105044853896,3.3321683863073295,8.866828015970807,3.499424569892188,3.197859533906317,3.5200523478836
29,NonComerc_Cotton,2.115657279812228,1.8193392548120784,3.59835407357273,3.2478282933871605,3.332745408245833,3.0219599451413424,2.649136825273408,2.5488341638240932,2.960496905653043,3.9519457256716763,3.9535570126905495,10.225825492999157,3.474048827882644,3.1487704707107875,4.7022362941283715
30,NonComerc_Cotton,1.9659545990860776,1.9926288448391811,2.326010097961361,3.185442599995863,2.559995169757947,2.2222680384437847,2.2346827908044262,3.101358984213298,2.3376009515508582,3.4487583483953395,2.723328283120917,9.584690823024866,2.1032586274130023,1.9989553690833723,2.5699209257529425
31,NonComerc_Cotton,2.3310291726852768,1.9324330778354921,3.0060497859323476,3.3756882407356557,2.9151438439885955,2.423131465029414,2.7281645786529816,2.3542973899348656,3.0452666731908407,3.4624525582246526,3.1878698087395194,9.870478805364334,3.588956485760639,3.239363191354171,4.2225596894161805
32,NonComerc_Cotton,2.377714095190927,2.048534126620685,3.687265121308862,2.7500090481689905,2.4520578741771315,1.8697339162337525,3.094691149442544,3.1814646342449846,3.400545868254085,3.0514215629817594,2.9863239667650228,10.19279700688012,4.407939471130344,3.5766653345429793,4.423805435875778
33,NonComerc_Cotton,2.488065383008003,2.2888344142604304,2.9374575317291405,3.39253368515672,3.030184876934041,2.385398066510792,2.7332230582860633,2.7591407854768693,3.254921481318256,3.6888102911595917,3.635771698500277,9.734797050690048,3.653127024052322,2.9982700484328997,4.385323778517946
34,NonComerc_Cotton,2.850618746653146,2.510093592057541,3.6913645432617095,3.70429587289611,3.3865949288676065,2.8516635573091538,3.899997736299183,3.674870241692031,3.8784124803115705,3.766116319238653,3.8958808897561883,10.160446347680889,4.778183211226769,3.7516363843062757,4.131906309857576
35,NonComerc_Cotton,2.464092537760089,2.1392855219075275,3.3197370791306677,3.0402088972065235,2.727612411155275,2.2074943611966753,3.1125544106184564,2.8163217534823546,3.4099577605571585,3.277098269276533,3.2964700694003795,10.290531576223405,4.170684533159528,3.4137373462402403,4.043144967523439
36,NonComerc_Cotton,1.863767263255244,1.6969718302476757,3.2390618158569975,3.218047186752101,2.942621903045069,2.5946449714389925,2.823369753064955,2.155112811672622,3.2706146719753684,3.559646903511779,3.5917774574332992,9.059792880203434,3.8228074347701315,3.0019634692817405,4.420423900889741
37,NonComerc_Cotton,2.15045533019534,1.6884584686031856,3.197658331433011,3.170328488799865,2.8533202525161334,2.438830155529752,2.885049795718547,2.578089385111057,2.9292101052545965,3.368472090016147,3.6429908027956754,8.688559602015275,3.76700950301332,3.1775267729370347,3.385694712345175
38,NonComerc_Cotton,1.7226251712058087,1.4612663868171372,2.989924061779039,3.0092032024167104,3.2877425316217197,2.64527030475929,2.166056739049282,2.139434838993545,2.4416769533493348,3.348779810866876,3.0518277508784317,9.31624009297533,3.189009690498317,2.2726704381084546,4.696425628400988
39,NonComerc_Cotton,1.7192194744202556,1.7405624925046488,3.680176655379055,3.063016598769877,3.4586803484744864,2.990100999874655,2.9375079093669636,2.4658232607236705,2.7777259947348694,3.364885381108655,3.5764370930851825,7.604261182525465,3.949964559766299,3.3051972485747907,4.267758448780346
40,NonComerc_Cotton,1.688211704789146,1.9657194636645265,3.9038060736941436,3.107897003734403,3.638446418846194,3.574780675016086,2.818503758192865,2.5262322270561812,3.0096257957096664,3.0573717961359743,3.9467994928851238,6.859533960768618,3.951936824358228,3.486462251311879,5.696446215207727
41,NonComerc_Cotton,1.8927127716803656,2.212094000151814,4.288941484008204,3.415381659652482,3.7707075282055804,3.5844648006902076,2.997685468430434,2.8976827037684867,3.1967831380828495,3.3009318477862326,4.161706684450584,6.912905619495227,4.135391554641082,3.7165407657136686,5.329337154097553
42,NonComerc_Cotton,1.8846591969246302,1.5588643799625599,2.418087923009317,2.9257196912436143,2.768640359625522,2.238079603556022,1.8727165097144047,2.303941465287072,2.2133730139274572,3.564354219978131,2.9009041825378756,11.179499747224643,2.40840626803308,1.8136207878346677,3.5566146539543646
43,NonComerc_Cotton,1.9112106174264296,2.261971039317188,4.647125641757792,3.9251989166242325,4.147149791434134,4.055902080652231,3.677668170680766,3.155186041328425,3.982621060730785,4.144677849589457,4.403562937118868,7.879111622485189,4.748736422936977,4.16990267188497,4.918543440208772
44,NonComerc_Cotton,1.3678551006303392,2.1067518363547357,4.397754725189716,3.7569191561560107,3.623763508910537,4.06278008702908,3.2248333508661187,2.7684529589784,3.561357030652991,3.4437311219249183,4.057221312507949,8.394328459599787,4.392783306722728,3.857689166359613,5.335216359399904
45,NonComerc_Cotton,2.2785328630690036,2.1281083123471345,2.7321730019489996,2.1905238565869043,1.976984011439546,1.7068258699794896,2.7947849268133775,3.198448741576707,2.5631059682018775,2.234067244601514,2.682443748086623,9.336221478518857,3.1502087935531806,2.9184313929437744,3.930034441122009
46,NonComerc_Cotton,2.588999531523995,2.282802512571543,2.9238625668126246,2.484136134820682,2.2463495796199986,1.8707861545858129,3.06591733585639,3.57850063407282,2.679589670297046,2.5270299364304885,2.7285906903128816,9.242544941347877,3.600574036425422,3.234341644564808,3.3343390855947437
47,NonComerc_Cotton,1.3518492392423047,1.667917017695006,3.2129358295142,2.8148137912289948,2.3221480019782765,1.759245176134069,2.517978226474524,2.236379383105809,3.068513300012645,2.993733759887085,3.0411207674971443,9.01009357440471,3.2524209042025025,2.8988062617215027,4.698702744066042
48,NonComerc_Cotton,1.619837734144278,1.4420403605751888,2.8388267733690964,3.083293021849894,2.826328544108256,2.1898658421555415,2.421273712271732,2.0412738334544374,2.82463347285187,3.4066257033425256,3.2284935656392886,9.581477789883795,3.345604581885184,2.7691494657299875,4.063436417529249
49,NonComerc_Cotton,2.068023222411201,1.8069324152524704,2.570248152575641,2.431202010435636,2.182499562449656,2.056880545261638,2.688542679263892,2.9004012726979864,2.5352529961395867,2.694882728109984,2.4116568769701696,9.910253688769824,2.822165652678336,2.6412261836500246,3.999383649358971
50,NonComerc_Cotton,2.023669791001838,1.6579430627047433,2.713377134812957,3.052236249763309,2.7532519800112394,2.3741252795313565,2.27569529558229,2.566791148191445,2.9365511306854137,3.308335414182048,2.8452526963095104,9.051463939271121,3.1445968403444535,2.490695700306908,4.047915741782845
51,NonComerc_Cotton,2.364626931227548,1.6296904589437191,2.3954426610116424,2.5623215933765726,2.1511122675830108,1.5634854634001498,2.306221581766094,2.93240574319876,2.5205727549473047,2.937631776301727,2.3216983675391427,10.509395264047226,2.946402797066386,2.434175733717431,3.8986624744236953
52,NonComerc_Cotton,1.6712299698166395,2.1414060387206217,3.5774132356819983,3.0764095002736576,3.4797772131851996,3.3338951087606894,3.161993796476657,2.4417583069643762,3.3051229674801985,3.30897039034105,3.896046693904608,7.03334283550122,4.458690563004888,3.3217132192485206,4.984968548022665
53,NonComerc_Cotton,1.432504629010523,1.4799220362050898,2.366913270390585,2.785412361453065,2.343899151924891,2.415331516581492,2.0202046366771085,2.5634870057135024,2.3061237351280686,3.0158909254315014,2.9119894653227063,8.076101879659843,2.54105994158711,2.1962574964751744,3.976852056774714
54,NonComerc_Cotton,3.7598929674832946,3.264201463514222,2.5941169013017733,1.9180447048823839,1.9648792793279692,2.635937837337742,2.1598668169976123,2.1676237444704793,1.7593030121763047,1.6733608438275602,2.3175415070948113,9.916479889550963,2.5670137780071554,2.362285256615558,2.933023334224092
55,NonComerc_Cotton,1.4279045102534207,2.019966387902388,3.5549495735022885,3.4278817500426007,3.4879239605125623,3.2337655223773734,2.709799666017304,2.3805022319650644,3.2112671810468596,3.1336649452124035,3.8255582398083527,7.299459032398607,3.8616652622006145,3.093265706023107,5.496940780165331
56,NonComerc_Cotton,1.5111751176890644,1.512580511148796,3.238294010588594,3.0847080875137882,3.238625682372072,3.2139206337759085,2.3506880286959495,2.362162918711583,2.6321989913948483,3.0812131449743103,3.403040123632425,7.933511968691035,3.4607986731675133,2.9393793681286278,5.1109010531474075
57,NonComerc_Cotton,1.4300203655221444,1.3458615726173748,2.2204110327521165,2.2969672979853644,1.9337966913266444,1.5912888503892484,2.0254765734932727,2.2663522857549894,2.496184996816072,2.618868330667589,2.370229336737093,9.52814502607418,2.986523487448354,2.4993415585038212,3.6433040915532358
58,NonComerc_Cotton,1.2654053658491564,1.5786969654270069,3.6367215680073133,2.8255015238240055,3.2056296959727075,3.544342781675031,2.6081512480248414,2.1246801916707323,2.9424831938556446,3.130100632278884,3.5507103455879347,7.986682985468685,4.01153123374975,3.393541010293822,5.231188369266542
59,NonComerc_Cotton,1.8461480462232687,2.2069183145572158,4.349480732405333,3.5372801250236425,3.762966838304854,3.6004966663888442,3.5882343311025746,2.7963167305418573,3.7595678613564387,3.616292755189082,4.523982009254422,6.789301403240904,5.258119390393376,4.365053307704337,4.750923676426589
60,NonComerc_Cotton,1.8765545686748504,2.0028308353697013,3.788746706692864,3.460857127081161,3.735095648328377,2.844596567201768,3.2230955655475038,2.267196812540804,3.453782108495821,3.555929848429978,3.9533480734750115,8.30793921975252,3.4198460900547634,2.9362549927581654,3.87225834078211
61,NonComerc_Cotton,1.8105193982501493,1.8412893806298016,3.0375727002855673,2.9225989812981807,3.21019382623758,3.236976014766924,2.6363570339982725,2.0690251763125347,2.6941846202658555,2.6589098330382233,3.8724869759570035,6.154134595005736,3.6184546569374207,3.0208026283575786,5.526092118396745
62,NonComerc_Cotton,1.389454896430294,1.5409927698516894,3.5528514257273067,3.2965369786773313,3.4607279487921496,3.310840908762893,3.0130696520251985,2.36766434326505,3.1868660675702554,3.701411099462011,3.466698696484532,8.211389113144827,3.6950856017195775,2.9008097634395655,4.526658633027879
63,NonComerc_Cotton,1.826750875967155,1.7444515927501671,3.3383468833587315,3.3928019692373974,2.8133782681183934,2.0160799275217722,3.2746932056677034,2.658628568851484,3.6727169560456243,3.364818142707313,3.4820392048814988,8.385787344348735,4.317478463927668,3.5836423267216575,3.7625536873365073
64,NonComerc_Cotton,1.7572254838160748,2.0717097746558526,3.987531862206428,3.6396359442748034,4.018472367479905,3.6057225446533994,3.068376414675403,2.406364479836344,3.4461102797346435,3.6095519270216094,4.254233430287974,7.35395256418851,3.4876251645996508,3.3625473370673538,5.6799666010286876
65,NonComerc_Cotton,1.4006944474564027,1.2575333899442458,3.067484589142971,3.284012479085165,2.7235647913547156,1.97101952732641,2.5073847721357385,2.3615445692522528,3.069696527373659,3.3643222432378965,3.0713478698043044,9.036315551596287,3.3409683210854295,2.7682102573576706,3.877844592782242
66,NonComerc_Cotton,1.6395664400943721,1.8510921407968164,4.57490486140469,3.54698358484667,3.9619998002741608,3.5123023437779626,3.4716927489961775,2.6818307895312237,3.4803925766374477,3.6994561692403543,4.278835193224925,7.816904655835693,4.460882150868182,3.6536743732105768,5.540327579190741
67,NonComerc_Cotton,1.3907450829333179,1.4935707140983223,3.7131232640406,3.126752959845532,3.3122621782691697,3.1184845367621747,2.6383330953061397,2.3546641592011395,2.9832754713453613,3.2704474406847863,3.5316342236999114,7.725938950908728,3.3620963953806076,2.921230084688265,5.443196609752039
68,NonComerc_Cotton,1.116643736032926,1.8529686071619274,3.3152476732953504,3.3943494779713386,3.1732507106028867,3.4184230436467358,3.1682038360341425,3.1285952111000346,3.585560850071806,3.499492997263399,3.1697827888002577,7.784902986587133,3.267095973823415,2.519949913850433,4.1950342348812955
69,NonComerc_Cotton,1.619791837037208,2.2034469098192213,3.6333517502853945,3.08739681693613,3.1648596135182365,3.3829092858940544,2.692310145106502,1.8352819916656835,3.089928118437759,2.4636319032985057,4.170222926701397,6.514655760285353,4.82158450223719,3.8933263859651426,6.3901235027586765
70,NonComerc_Cotton,1.429644251029228,1.807099107005765,2.480860458378853,2.8335824219358243,2.5770141865654557,2.6812012696476764,2.140099127610654,2.03534633825109,2.4811642767672244,2.4521667338953916,3.0358308815594124,7.998055077976189,3.059961513769656,2.3406509636586095,5.096792987769433
71,NonComerc_Cotton,1.4933054302029583,1.2654740304260506,3.030524714205103,2.801324982868174,2.7063393574743158,2.4960709837000863,2.040147384060099,2.1920997663414896,2.2594472267597077,3.1138012972527784,3.112057809322639,7.859675851647812,3.054846100842828,2.4452329222634086,4.007733042275146
72,NonComerc_Cotton,1.5655870855496248,1.8048806577339906,3.188879816895384,3.795254163051128,3.1395199619364114,2.3423642732130756,3.2875267798612926,3.2985339296839764,3.7546003713163953,3.748777322268054,3.449204794583074,8.640327231424955,3.7576200081439066,3.0462420875401555,3.637842383744682
73,NonComerc_Cotton,1.4096083982735383,1.8316449931999752,3.338196877376946,3.69429434975045,3.316928291714919,2.6896585889906133,3.288681806847856,3.5132378946696003,3.741892193030486,3.732362670318703,3.182550836965592,8.718708298203007,3.275655592969886,2.594497047035223,3.875027738604836
74,NonComerc_Cotton,1.4021868997350533,1.6337240296006466,3.6052766161231506,3.9569261910954077,3.448452630893978,2.7869169926131563,3.1888954213871363,3.7763443545232067,3.6353391155295567,3.8822552787868094,3.5911815444832733,7.6100368851996505,3.4817415647757604,2.826427330444819,4.344462368898677
75,NonComerc_Cotton,1.4058673967523898,1.6364406250771726,3.8618863458402264,3.2589813474861153,3.158003499548831,3.129139169057166,3.102102577724265,3.0939436236061204,3.2823191803390395,3.4622622020268756,3.5903499922886186,8.64002940821894,3.7357819543932034,3.2146908714103444,4.350194422458641
76,NonComerc_Cotton,1.7547046807881952,1.927771322478947,3.6165812403102215,2.9901367807503663,2.5832003397060093,1.8891304753862517,3.35558937756693,3.393655265094682,3.743801941221104,2.9957546171291933,3.258416580318257,8.65031635372253,4.487002709327029,3.5805814785260033,4.110702051696601
77,NonComerc_Cotton,1.36905553228803,1.9552481909984334,4.07491034595037,3.4447091544070494,3.624168285818499,3.804748217155468,2.9165342474517475,2.4321162570634325,3.057409983593855,3.3430909586913535,3.7940179656490183,8.681330374632635,3.9689029837363377,3.780763862788139,6.040879172728932
78,NonComerc_Cotton,2.3635399374643495,1.8503751961610546,1.9138568433382865,2.548705630041221,2.109135608068197,2.2185122756844833,1.925868091322707,3.2113868805542274,2.4262143242766094,2.799910104999633,2.324942719080634,10.379660534505353,2.038645125166958,1.7156487867317338,2.3643141131450154
79,NonComerc_Cotton,1.2751062171129868,1.7325794313093106,3.642203751095666,3.1927763705533514,2.773553277630968,2.290711327420497,2.454929744320993,2.585341060940862,2.9760594920725176,3.2398460419032458,3.345473700471378,7.832593365541281,3.908852803322963,3.2074880203136704,4.337842270687173
80,NonComerc_Cotton,1.78275257669735,1.8779461109638278,4.1504637538269895,3.5451101548972543,4.0101613569831525,3.5626438335373,2.9970399427107943,2.589767145510711,3.2310874382652646,3.663921126894675,3.6450967303495934,7.396951444252478,4.169933373530197,3.6023449925591366,5.479544057719391
81,NonComerc_Cotton,1.5532911986206674,2.1550203481679997,3.2862371248461137,3.1133071510065795,3.34129783038001,2.623690257568196,2.711837977380191,2.1306580961254538,3.146989154054485,3.0366823910180285,3.625915222749621,8.18071424009389,3.1368580542040725,2.5776274752873016,4.293805007191942
82,NonComerc_Cotton,2.0501535257712535,2.1717569832394994,3.978101917532757,3.5286602805832246,3.7138452243058167,3.726995874375575,3.359320970340452,2.4893878114011545,3.7069457396010392,3.7882352504134262,4.059723743765529,8.403356684886065,4.328631669131159,3.620555460007325,4.811048443103386
83,NonComerc_Cotton,2.0010584076975872,1.626692127559202,2.950367037273005,2.891320362829314,2.4250000175960946,1.9292592774179245,2.799822006383169,2.6340390458946223,2.8878059854631783,3.3618138306917773,2.973260635468441,10.043525755442234,3.5581316772398264,2.871546942885851,4.398147937356976
84,NonComerc_Cotton,2.0081711282926817,1.8701218068746337,3.241406517909697,2.391952007114551,2.549183683557539,2.8067376904147907,2.8214410187071777,2.611722021056653,2.734203302522494,2.8336239749287127,2.776027187919503,8.988944933475283,3.7115964017548175,3.048860844447432,3.8234003614340746
85,NonComerc_Cotton,1.8201202686011517,1.7664792381875036,3.086778578095956,2.7068105832242555,2.3939174133617453,1.8818181914589287,2.661140127648573,3.045232218164654,3.0617228036748476,3.099240175514618,2.91833798129001,9.210211190662505,3.5945546729416824,2.9033326693076402,4.451585056733198
86,NonComerc_Cotton,1.7235138176036815,1.6611468015853361,2.299685528705318,2.2923126464096546,1.910541713208165,1.9534504827230292,1.7791716682557588,2.5748696253517527,2.0579713892909046,2.516756109137861,2.347717100898035,9.46451740031106,2.4834023123260827,2.2037602459520356,3.5815980120759527
87,NonComerc_Cotton,2.033697625475034,1.7118248344691411,3.434248307181943,3.210217383927033,3.045150487828067,2.793121288999659,2.7902452091886514,2.610174483590112,3.1351237095776128,3.7646317839991847,3.5334499709494587,8.590158837726184,3.803028950540315,3.1984313900007444,4.163710833743134
88,NonComerc_Cotton,1.9862607384090407,1.6831413291642483,2.799937678585825,3.129984853007081,2.5489603007231656,1.977553525203169,2.751952719412926,2.122920432254662,3.1148564319777483,3.0336232029545216,3.0398026478783975,9.806301615973457,3.763711597730897,3.3546585542720715,3.956833094323125
89,NonComerc_Cotton,1.8563333623140068,1.6993643631707038,2.808664306630112,2.8900142236748967,2.4146221618752093,2.0898119661304353,2.43253123045807,2.324620942603086,2.9515054907381524,2.8575632088148133,2.858716796946071,8.813202459943652,3.4882582968927847,3.021632180006149,4.3444404811001744
90,NonComerc_Cotton,2.5273019269217123,1.9125716730117945,3.4047626929628465,2.970937594857041,2.4339252596080994,1.9174865697915244,2.666200354304788,2.569227674118457,2.8862247891131,3.2585081301137193,3.1864967648557543,10.491873084581353,3.2782707679631917,2.945795280259675,5.09212549478211
91,NonComerc_Cotton,1.835215579834992,1.7549107297244184,3.787341584757311,2.7570840074714855,2.329296399321837,1.7750979185427596,2.8245071116136793,2.23390833583274,2.972842033243502,3.0250158917806074,3.176643618428461,9.707462753352097,4.13516383710676,3.5806032135891726,5.500578043371297
92,NonComerc_Cotton,1.6760622906454363,1.6196868776074815,3.182418704203835,3.24665930772428,3.0059327233097495,2.362261852616942,2.423725133649618,2.1609882028354974,2.8191339661466777,3.560069221777733,3.6745202895154834,9.547469289978494,3.5360226760262345,3.131107463497393,3.980891453398573
93,NonComerc_Cotton,2.1387186131620832,1.8515588661023914,3.3253235235169742,2.534607082903656,2.208018574339612,1.9479088061452074,3.065762322745603,2.3811452945780665,3.136022801485935,2.7552457826751446,2.9428270168395585,8.633789948366763,3.8438471514575494,3.187020186713049,3.90110358148511
94,NonComerc_Cotton,1.790533923359024,1.8406808517109845,3.096516283090961,2.942630371172802,2.603988469950956,2.0008614400362186,3.0825085315150695,2.449501193831388,2.995577671387415,3.001430638391121,3.496916243733168,8.9859867290572,3.791505107145233,3.3030289101094006,4.111515195494685
95,NonComerc_Cotton,1.468074583165298,2.069047542224458,3.078714420531828,2.976964451855783,2.8430942990079404,2.1404185818196098,2.8235885136055616,2.2264567438993237,2.890179735751872,2.8739692244455504,3.881512989287508,9.024060272221721,3.7820409873128225,3.6516005662951194,3.9729215044882285
96,NonComerc_Cotton,1.7745314560707608,1.703520671383146,3.5035030114966803,2.7617369786760597,2.898750833617351,2.124721462434608,2.9734361559291838,2.1756898209237736,2.9606204836483103,3.245327656017886,3.6444914813354345,9.736766335257457,4.38598914201757,3.5077328593043697,3.4333987066518383
97,NonComerc_Cotton,2.644600782428134,1.990513101842431,2.287870693500174,2.2651099068640166,2.136202440928164,1.908063253566223,2.1792410063196006,2.9748530081013596,2.181832160109322,2.8727661183412248,2.4982774038291526,9.571606924337022,2.8443981238895595,2.4050625743051004,3.4847030238811985
